State,Year,Slab,MultiBeam,GirderFloorBeamSystem,TeaBeam,BoxBeamMultiple,ArchDeck,Culvert,TrussThru,Frame,BoxBeamSingle,TrussDeck,Label
MARYLAND,1992,0.1937747294756353,0.35236093711805705,0.4507761592649957,0.6769990491182369,0.38722664852498895,0.5966077442032409,0.23785085108139706,0.5996858953988405,0.6014057487504593,0.9191023195990596,0.2918029015329325,1
MASSACHUSETTS,1992,0.4003046896109217,0.8506438285429141,0.8310834452164171,0.6232790509257616,0.6874835402750881,0.6712399269870715,0.2518229649658835,0.5710427063141488,0.9309235604143622,0.8812163666883831,0.7451131604905171,1
MICHIGAN,1992,0.2862371249386768,0.4623994117039942,0.5459746934471726,0.405681260746627,0.1868708070297965,0.640042642155975,0.1771143309050532,0.9902863313391088,0.6120142900113078,0.004786152584867184,0.5414339773128797,1
MINNESOTA,1992,0.09801607719450707,0.13825412757095995,0.34683823593751595,0.6595912835135642,0.27591237693828546,0.5689950871352096,0.03391583950789878,0.6628057312042255,0.26031150662279723,0.0,0.7218733218115998,1
MISSISSIPPI,1992,0.17270124086931735,0.3049637592296838,0.4404909728770658,0.7540006446009883,0.25105672045079297,0.624114984682777,0.004745257278688978,0.6987159505861874,0.965700643612786,0.4038689584722906,1.0,1
MISSOURI,1992,0.3672480697263895,0.3320232521455237,0.6973907614735301,0.43907034973792003,0.5904135970767947,0.8324859433340654,0.20307687482901085,0.8428936974016328,0.5924954888058351,0.3682883261531996,0.7484074950882186,1
MONTANA,1992,0.5253323781920831,0.20897887209003788,0.5078345733346267,0.208412295112797,0.4085938832693845,0.8257187133912502,0.29381644175782345,0.7562489016698173,0.0,0.0,0.7459060399129659,1
NEBRASKA,1992,0.12948049543839635,0.2514669599463256,0.7025938650544439,0.06778835475031872,0.7280046337376991,0.46516000126533896,0.08653930889410008,0.7955259868518199,0.3017813874574743,0.0,0.7974319272521964,1
NEVADA,1992,0.3358129531466705,0.19883334864140764,0.045251487961735136,0.36140055766115453,0.5098600094258274,0.4936012636012636,0.0391047275019193,0.6556636016846377,0.7640663651508718,0.0,0.0,1
NEW HAMPSHIRE,1992,0.2891426440403656,0.30709838510276083,0.5020266866833253,0.6025047374589694,0.3995652173913044,0.3511869874387241,0.21939351649639388,0.4207255819164297,0.3546380041404344,0.0,1.0,1
NEW JERSEY,1992,0.484125057426053,0.4515198081074461,0.8312119848603808,0.8199587079498796,0.3189887801163677,0.6622315822907604,0.18357846585496249,0.8399422629294928,0.5562517161228548,0.2628933630988804,0.9926200273309888,1
NEW MEXICO,1992,0.14547647773330138,0.2457115202137069,0.06830668718786317,0.3464776638830422,0.16671639694168475,0.6165496540210567,0.24290119158924986,0.9196037083657719,0.0785318603476916,0.107580077142378,0.21214995569443554,1
NEW YORK,1992,0.6886128963269383,0.7468024605952522,0.9532910942495858,0.9335399645078628,0.4232046208387765,0.9196098025958008,0.3629939674671369,0.9808839274291338,0.9004574924270449,0.804987276121774,0.9600678115297372,1
NORTH CAROLINA,1992,0.1310090544765916,0.3547502391643251,0.9070301470152156,0.7219755530542046,0.12035349902068378,0.8046233416659431,0.2957537898514298,0.8865972581166314,0.5119349277969838,0.0,1.0,1
NORTH DAKOTA,1992,0.10863555145110212,0.27015498053043635,0.04414585136013914,0.12865292810410328,0.06407454862011751,1.0,0.11591487501366182,0.7642276848915343,0.0,0.0456457377166219,1.0,1
OHIO,1992,0.2006318455251032,0.37084469758651695,0.5175830464805106,0.6316338590234899,0.09856577033607372,0.648257462385671,0.0,0.7140500828481909,0.4991229927963078,0.0,0.5928628175797117,1
OKLAHOMA,1992,0.33569417558564113,0.2903446209092005,0.3234181819479083,0.07563406260386787,0.5644048865466457,0.302213803764956,0.09050993171911008,0.8044692507745522,0.4247356260385448,0.3499667188599466,0.3867718805709946,1
OREGON,1992,0.14274934153541682,0.3254762349605676,0.4579104272597382,0.29056479784164346,0.2517988675179507,0.8499349668414243,0.4599856982327102,0.4365437894787717,0.3818449067176857,0.09108260822095446,0.5213054246969046,1
PENNSYLVANIA,1992,0.3167283909386576,0.4002906033588373,0.5914862242171889,0.5544430129854536,0.3080981095620731,0.6996641598365315,0.18438665676466845,0.8047990080233681,0.6500870411401686,0.2856617057280721,0.7770332718473726,1
RHODE ISLAND,1992,0.34478905673283616,0.6001355951752755,0.8901718096202309,0.4622799972463802,0.6251573378525556,0.5402904674257076,0.11512774658759115,0.4714090152058499,0.6982130832012039,0.0,1.0,1
SOUTH CAROLINA,1992,0.1000781206048959,0.2277300486507156,0.7178554905711659,0.3303097770362713,0.3353740125399916,0.3839354027044153,0.0632033151782868,0.9366547040369366,0.0,0.0,1.0,1
SOUTH DAKOTA,1992,0.11529138358046075,0.261974618929088,0.0909685406240856,0.10553957974277607,0.07035729351667712,0.4366099989782525,0.2022526684699748,0.9541239809266736,0.0,0.0,0.6847363168059938,1
TENNESSEE,1992,0.643391550826681,0.3971925258460506,0.3292378392111828,0.16909410526431806,0.24100371278369306,0.6749960036253086,0.1287347321774941,0.7742640869856151,0.2683354112378068,0.17489739737524326,0.8662980616158111,1
TEXAS,1992,0.2928537725890504,0.31708728844198725,0.6681722458550614,0.3420907077969961,0.3104607664934657,0.6536333117925394,0.11780445074171855,0.7949621644577829,0.7928975447188286,0.423356781966044,0.8450767616797223,1
UTAH,1992,0.28059397630908706,0.3489930236123716,0.3464166759903951,0.4410096984174637,0.3913635601743211,0.31185353762252754,0.11896446463040275,0.775223430255104,0.21114004607240144,0.0,0.8088017141915279,1
VERMONT,1992,0.14895734795041102,0.24500269302225536,0.5433273946993193,0.5829195537705586,0.1613999895795342,0.5728773807507471,0.1119366022783556,0.9645270335839622,0.0,0.0,0.1503361292956897,1
VIRGINIA,1992,0.2555039018025481,0.24123704265917725,0.6211934811730869,0.3893527422910356,0.19846783583020214,0.6043899158978346,0.24701779103950455,0.971324298948978,0.28963475350617657,0.4264102885084575,0.9825368846434548,1
WASHINGTON,1992,0.2876893356124115,0.3872200278667854,0.4957849686459128,0.3386722605670389,0.3352083050921939,0.6070667395272132,0.009184813527722371,0.711359964559131,0.7649435266376978,0.3984115846020013,0.3486361045506869,1
WEST VIRGINIA,1992,0.5475400689881961,0.3401067738065376,0.6974296801303174,0.662246183277681,0.29399602733220626,0.5991639735289822,0.38293211815210304,0.5967900332470107,0.26067187308559736,0.6084503754043911,0.934985531879576,1
WISCONSIN,1992,0.2089480096633503,0.28430036350996085,0.6511524448447855,0.6132850787906206,0.448140627296158,0.6443027634875004,0.06845590526161265,0.7142624075548937,0.6750023783529644,0.0,0.5528237025105247,1
WYOMING,1992,0.3097051718077181,0.11899548594352033,0.3777301562522175,0.17824326034281754,0.0666882259560946,0.7167018399072616,0.1465103409602373,0.8411340842035419,0.3062514608699348,0.0,0.35696518304528285,1
PUERTO RICO,1992,0.6369112963778796,0.4273934906935679,0.4654483138832157,0.6755352951536329,0.2574540314651751,0.9147908258088694,0.4101749614399319,1.0,0.7234287245097105,0.15507772169324308,1.0,1
ALABAMA,1993,0.2697602571597347,0.2370911876055677,0.2945070473161866,0.4160968122884344,0.2825073427345036,0.8574713109604091,0.12128156093218015,0.8890740348930113,0.7984313593956963,0.5616154861681496,0.7909803441307942,1
ALASKA,1993,0.1047770920197954,0.2671608390675905,0.14327871600627778,0.0963147656434224,0.2700294314084047,0.1419220285785083,0.0,0.4982974847442424,0.14068441064638784,0.0,0.03247411132036663,1
ARIZONA,1993,0.16725541716306727,0.18161603951775945,0.6263258702092076,0.2290603220776232,0.16441777314514613,0.2693307093037593,0.06724152754877159,0.8459237840403954,0.16106655105137654,0.17614562830567154,0.1115087240261416,1
ARKANSAS,1993,0.14920677755859513,0.28447588848910804,0.1809321743265937,0.2695911188958036,0.1856358383463252,0.3914308328683375,0.05718966252459776,0.5915321938697727,0.1311387825558706,0.0,0.4460719771148821,1
CALIFORNIA,1993,0.2146005819354084,0.5032159054931356,0.8259922162725237,0.34303205376060697,0.3411309085812363,0.6230761087388615,0.14364403133430745,0.9423978806414548,0.0,1.0,0.6206433465552208,1
COLORADO,1993,0.22006988267213395,0.2764386098692892,0.4076028954383281,0.2994412301323596,0.284527099744218,0.5870362902888465,0.0429862862757087,0.7734964973595708,0.7258624341972021,0.275950859765498,0.7219922655090905,1
CONNECTICUT,1993,0.34085068605914337,0.5040988226982254,0.8656804996802859,0.5752791793767041,0.2511493464340055,0.4403149946469126,0.09105155629870017,0.7929905261987356,0.8001997482863153,0.25921990971845144,0.4110953037203685,1
DELAWARE,1993,0.1813132655838376,0.33454616735498355,0.15879732776984146,0.25643893680275515,0.3259778694163712,0.6496575281568673,0.07145604058954966,0.6806198946327854,0.20671350903717195,0.0,0.11599784839389175,1
DIST. OF COL.,1993,0.867399994774384,0.6751215014935289,0.5603815241322667,1.0,0.7293190351676118,0.8149116568990393,0.0,0.0,0.3949207285620831,0.5992833312739404,1.0,1
FLORIDA,1993,0.27734851400790445,0.262188578608749,0.20507976836466785,0.5382242384880633,0.2355962410331815,0.5740947886482671,0.1856092247414472,0.28320232005281704,0.4152184989646911,0.4788394242711687,1.0,1
GEORGIA,1993,0.3985784293086821,0.26149620775796883,0.4648130253410077,0.2360078647684083,0.06813666309145011,0.6223996374754647,0.1211898177013232,1.0,1.0,0.02586600561604594,0.9269300464431618,1
HAWAII,1993,0.553574533806411,0.1309471950481783,0.3538775862068966,0.4874813563094394,0.2631555688207737,0.7346486945058165,0.3701052375891909,0.8367177679578058,0.3100963552576456,0.0,1.0,1
IDAHO,1993,0.18548638157947747,0.27227485012056435,0.14848222591673374,0.22353344185643229,0.0525031514458567,0.1880340566600129,0.02301660745592383,0.7440541209484859,0.11870816797035033,0.023773223789801,0.1164365602290569,1
ILLINOIS,1993,0.24703883449643815,0.3571972836352557,0.683654812360886,0.4849651025812109,0.110552771291757,0.4783787145144387,0.11523221248240745,0.7466459431768082,0.7516427150287731,0.4758705622480258,0.5631207967505969,1
INDIANA,1993,0.11351094606049165,0.2952090406584608,0.4493319980980999,0.3739928649354744,0.08495033579637191,0.4741730442585124,0.18915682394019995,0.8141548961368742,0.7387253643973922,0.02260278716076475,0.5616133346386785,1
IOWA,1993,0.0879048716608495,0.2376945291415345,0.4031903265818161,0.22913977423970505,0.4587524385689249,0.5095306614480992,0.04886089338777217,0.7952186230457751,0.3059377695504903,0.06489288037434165,0.8587640485376944,1
KANSAS,1993,0.1699887599095794,0.3138664406196512,0.4483013801710457,0.18358674790089036,0.631656577619361,0.4741938858067957,0.11689705895463175,0.8407419002528057,0.2616388463342957,0.25891224862888484,0.7689247842174151,1
KENTUCKY,1993,0.40776994371539854,0.2107853964738214,0.2590075632055692,0.3509443157874502,0.21221126530392947,0.273332084377098,0.36799788764934976,0.654071391921729,0.033787983492068394,0.16457523488771028,0.9927048097255388,1
LOUISIANA,1993,0.1969610649801053,0.2945385099891353,0.5085165675970499,0.4318921553953264,0.11789216470652747,0.4275845411443986,0.18411951307871466,0.4302124481711104,0.0,0.0,0.009620462269643752,1
MAINE,1993,0.2889103947718956,0.3181966148837265,0.6243622813909236,0.5167898692663997,0.0,0.6198016133913571,0.0625032508625622,0.8597907798252118,0.4592143991051404,1.0,0.13227636885415195,1
MARYLAND,1993,0.21649426866290566,0.3690217533813231,0.43170557952334543,0.5648921154721488,0.3797939547919044,0.5573911061092929,0.252947879158101,0.6207059545351349,0.6815280776310706,0.9191023195990596,0.28954973249782,1
MASSACHUSETTS,1993,0.42388931476387504,0.7906907973176609,0.810076162354266,0.5935153745298808,0.5600589530974951,0.6277628882773049,0.3131722549670167,0.574492841124429,0.9164129212991736,0.8097393626655397,0.7479274841437109,1
MICHIGAN,1993,0.2837898604907649,0.4566191628569407,0.5539278800267835,0.4045341807077752,0.18420605228343664,0.6339345925906184,0.18349628593015455,0.6613196266111341,0.7858685622628867,0.004797039187260003,0.1505070872727816,1
MINNESOTA,1993,0.08893955126297734,0.12695397099592126,0.2504877365566882,0.6661818106378208,0.27591237693828546,0.3741627905873789,0.03562025274757393,0.6476309435208597,0.26031150662279723,0.0,0.7218733218115998,1
MISSISSIPPI,1993,0.18673043014441768,0.30154454983139906,0.4681203815220519,0.7740794574355102,0.2298124090267596,0.6422188194948821,0.046614914834366486,0.6142565571576389,0.9547315940930567,0.40304048815962495,1.0,1
MISSOURI,1993,0.3864323101261948,0.33029327396156344,0.7278099223299046,0.423487356494375,0.6304958551074397,0.8151678638165691,0.1129196915226462,0.7971992329463412,0.5957720201148887,0.3682883261531996,0.7688862991015434,1
MONTANA,1993,0.5209484012151745,0.20464115424590945,0.5106496667961771,0.17043983041781188,0.4085938832693845,0.8762157510372647,0.29381644175782345,0.7600506671918016,0.0,0.0,0.7090095914017249,1
NEBRASKA,1993,0.1298097539888255,0.25603737862149617,0.5952217069271265,0.055605886672434164,0.8003222608016541,0.40301553838676296,0.067501757904637,0.7862941958841234,0.3017813874574743,0.0,0.8316325659971674,1
NEVADA,1993,0.32117777184605617,0.21365591168514572,0.045251487961735136,0.36140055766115453,0.5063546640766599,0.44513343525754856,0.03611656137654317,0.5615091177702807,0.7413512724038558,0.0,0.0,1
NEW HAMPSHIRE,1993,0.27704381355714197,0.3065377099748557,0.5047063903995923,0.5981152069256941,0.3995652173913044,0.3635218360471682,0.2905153792598676,0.4104819999853561,0.35768315363652164,0.0,1.0,1
NEW JERSEY,1993,0.4613937832442191,0.42009966384715053,0.8406216071113265,0.8491509671861249,0.27019663097909763,0.6258539978109903,0.18670044857949827,0.6261834388605115,0.5549979878450826,0.2627735994702009,0.992622924890178,1
NEW MEXICO,1993,0.1226733463513561,0.18923956852939827,0.09853891618312073,0.3567585299970893,0.20334029726971167,0.03364095878998735,0.24290119158924986,0.950305590891722,0.08315321278556892,0.107580077142378,0.21214995569443554,1
NEW YORK,1993,0.6961549113727362,0.7517893223168435,0.9596496312641742,0.929063933684503,0.4263021778448701,0.9217973515016816,0.36642773296611497,0.9206736131394118,0.9068703103525212,0.7913680193117439,0.9593628773949382,1
NORTH CAROLINA,1993,0.1412904358956844,0.3410688950634702,0.921920869929852,0.7116286939749126,0.1457754936423559,0.7292501091355043,0.4787833771098102,0.9825468129690502,0.6650779569123183,0.0,1.0,1
NORTH DAKOTA,1993,0.1193261055963813,0.2617868141598769,0.042200849024705965,0.12983949390529712,0.06128697258507194,1.0,0.11591487501366182,0.7973936943768255,0.0,0.04226181445202182,1.0,1
OHIO,1993,0.2009401677845812,0.36514860781818187,0.4408770147493223,0.6161224879296052,0.09092779878964853,0.6544316649527597,0.0,0.7028206298179207,0.4635198539171014,0.0,0.6059553349230333,1
OKLAHOMA,1993,0.33754324977366457,0.28490151260519203,0.2722779874403753,0.0561144116129538,0.5844066671526186,0.3298242477746477,0.08983432024203017,0.8081283970552243,0.4006167526058352,0.3499667188599466,0.4225606265152211,1
OREGON,1993,0.15057766888729246,0.3249105565390589,0.4678288338545034,0.34956756403916633,0.2524979271581713,0.815229544507852,0.4053069008518401,0.5788709708098695,0.4098375123364668,0.07386303389475678,0.404619372089798,1
PENNSYLVANIA,1993,0.3094630278783837,0.4111065834739738,0.5676292595792827,0.5611706744213966,0.3134407656409367,0.7039775606966829,0.14748636599885065,0.8608231764944196,0.6425939431280879,0.2945167444966795,0.7556858193071885,1
RHODE ISLAND,1993,0.3259649130903293,0.6498101449160119,0.904427120933974,0.7006564513206526,0.7141394035244952,0.449622502464382,0.20114248681645475,0.4714562598082716,0.8683837119179634,0.0,1.0,1
SOUTH CAROLINA,1993,0.0914031869710374,0.21317622715141546,0.7822427627575901,0.3317635097922504,0.15801846335234754,0.4006684593550867,0.05616632806953342,0.8772224094819373,0.0,0.0,1.0,1
SOUTH DAKOTA,1993,0.11387067855162633,0.2400847983725373,0.08020206276312697,0.09855850077917902,0.11155536294872682,0.4889622173437277,0.20774469292816605,0.9265751273131564,0.0,0.0,0.6833710343796153,1
TENNESSEE,1993,0.6171146731588623,0.36414673854297736,0.3292378392111828,0.08532499131039277,0.21541557119918,0.7810191512242644,0.11505165701389412,0.7109476179567561,0.24923573706988014,0.15497461847872585,0.5919480309647251,1
TEXAS,1993,0.28493477114981985,0.30212322583171586,0.6443346015424024,0.3554604732558723,0.3447545264260378,0.6659376671333627,0.14858823942011865,0.7959067409466385,0.8586430370095205,0.4101028275387825,0.8619835405116449,1
UTAH,1993,0.26722588549641035,0.3438522746187167,0.3454580373954233,0.4256021627066661,0.3912938384524335,0.29187379626836496,0.10261806353304356,0.7273622874638123,0.18122858141974588,0.0,0.8088017141915279,1
VERMONT,1993,0.17376613326819865,0.2552470037426831,0.542417103983739,0.5813476318366011,0.12232324284895535,0.500417467621988,0.1119366022783556,0.9783337777802994,0.0,0.0,0.1503361292956897,1
VIRGINIA,1993,0.2547228088661625,0.3032279326520687,0.6434786280432928,0.39338842754832654,0.2669413660671219,0.6094706237773616,0.2587328674308763,0.9704970452417444,0.3157525888389553,0.4296066896922289,0.9904884112743912,1
WASHINGTON,1993,0.2494873892696308,0.23959113044560426,0.4604806913199266,0.31502275475210606,0.2706738301188533,0.5688244779549495,0.014742660947489732,0.7052026894684518,0.6013543096608959,0.3384624513966036,0.8050659291983453,1
WEST VIRGINIA,1993,0.5372143059762732,0.3458736183930489,0.7082955825649324,0.6440574527966973,0.29852464721139144,0.6131034613233779,0.37385600976204997,0.5506673787308367,0.2630492175021311,0.6084938943962374,0.9457714384857644,1
WISCONSIN,1993,0.1925832055415094,0.2479967826347481,0.604039972412888,0.6132850787906206,0.4502560349418791,0.660156735795052,0.1551388924986397,0.7273963508651704,0.6963647228175994,0.0,0.30272534001375484,1
WYOMING,1993,0.3194786587807274,0.11472301701102815,0.4725826467297325,0.1872816819745189,0.11491715489858075,0.7167018399072616,0.12406512538097897,0.8740829513617866,0.3965279105841355,0.0,0.33414675607606664,1
PUERTO RICO,1993,0.6347140176220537,0.4113386687813788,0.2827348916733176,0.6736591499145396,0.393366303584252,0.9273472083208651,0.3942767413304362,1.0,0.7457832820009386,0.1548537216191303,1.0,1
ALABAMA,1994,0.26738343343974424,0.2402980343155096,0.273707019858889,0.4415862430251575,0.262697665968036,0.8572463279744645,0.1295133960393681,0.8854067749518423,0.7893994393730465,0.5616154861681496,0.7909803441307942,1
ALASKA,1994,0.18795288886988865,0.3457465197948264,0.18245370117240892,0.07959524852686779,0.2655782773984617,0.1414537097382774,0.0,0.4824765047157586,1.0,0.0,0.19554189488186471,1
ARIZONA,1994,0.17087741092365685,0.19031546431294147,0.4505751420407895,0.228852410366713,0.15132436411390035,0.2693307093037593,0.06505069256062115,0.9274532821198912,0.19765257114737175,0.2360579276606772,0.6890878126363497,1
ARKANSAS,1994,0.14706438135832084,0.2772750689305203,0.12722348159433147,0.2800847205046439,0.18116055507188447,0.44554574544595865,0.06075949437640193,0.5696525303941685,0.1311387825558706,0.0,0.4460719771148821,1
CALIFORNIA,1994,0.21232363252176148,0.5001545681008217,0.8116245985300783,0.34349296492348225,0.3410246180721295,0.611121015122432,0.14153500127033286,0.9366606752667562,0.0,1.0,0.6266456789327939,1
COLORADO,1994,0.20419101090843064,0.2714597266418983,0.34436106623059864,0.3009691796868221,0.24539875338405595,0.6402636285088512,0.09966323104843848,0.7841923673566865,0.6887494764335595,0.2898125796377362,0.7130044560116725,1
CONNECTICUT,1994,0.3699336389339093,0.4726878761023736,0.8529854111561267,0.5390214728777741,0.2557083371899997,0.5653631580102841,0.108131943514423,0.8280911286061589,0.7670212864056035,0.25720352049142164,0.40799966995801495,1
DELAWARE,1994,0.1929979155902048,0.2888094591804947,0.15300600594016325,0.07607736977688513,0.2661486478425968,0.6391033138714102,0.14710886892146033,0.6865172711688968,0.1269110572017242,0.0,0.11599784839389175,1
DIST. OF COL.,1994,0.867399994774384,0.6684783351460059,0.5441887104277496,1.0,0.5398123243083116,0.7811178539384969,0.0,0.0,0.4154354970853855,0.8275825402732735,1.0,1
FLORIDA,1994,0.2284760419146406,0.21851818092245304,0.2010494317721025,0.3322619656748326,0.5304683965928633,0.666991760481679,0.18028859245305984,0.285805785902408,0.31317649842517753,0.3120636852724352,0.9776071752075198,1
GEORGIA,1994,0.4074529654929258,0.2564334401860987,0.4180504379160309,0.2410629780266151,0.06747805638257189,0.6245471826142632,0.1230527189079116,1.0,1.0,0.005623665154544158,0.9269300464431618,1
HAWAII,1994,0.5513338980653226,0.1290112231298412,0.3538775862068966,0.4936352268342737,0.2732681072429965,0.7221230682472644,0.3433964775244669,0.8367177679578058,0.35323480781239563,0.0,1.0,1
IDAHO,1994,0.15840810349511714,0.2322330414410509,0.1089618249159226,0.21818627013741035,0.05524583683536318,0.18082703554532356,0.041588063604944464,0.7213135975518841,0.1307205492132819,0.021489690794795024,0.1164365602290569,1
ILLINOIS,1994,0.2422706994816266,0.3625657626081925,0.7123595059675009,0.4822944017389528,0.11445084190117825,0.5037243639314379,0.1028980604279617,0.7423805540727054,0.7463849349523801,0.4808377382153241,0.8207562159592303,1
INDIANA,1994,0.1121171244298448,0.2981037142529935,0.4810650552061842,0.3863894873177451,0.15962192799848265,0.4703758774166124,0.2085759316426348,0.8036273156028505,0.5748585046172178,0.1056403016039371,0.8588645714513974,1
IOWA,1994,0.09024684899198576,0.2339367370784904,0.4874116272358494,0.2279662094254913,0.4591622156757159,0.5100584467215223,0.05315470226453674,0.793711323507201,0.3059377695504903,0.10401447579071987,0.8781454735877893,1
KANSAS,1994,0.15844084778014686,0.29605878451462275,0.4749252995180186,0.1739024909227693,0.6314591815776354,0.4742139262789642,0.10983862087092996,0.8377471186976228,0.15786575945830458,0.25891224862888484,0.9855240908786852,1
KENTUCKY,1994,0.4049705517280289,0.20227183632469573,0.2335419900511715,0.34536404553390915,0.2123353234883388,0.27969977344861496,0.36533952153236204,0.5982330044355934,0.033787983492068394,0.16407482378200966,0.9927048097255388,1
LOUISIANA,1994,0.189842540216185,0.2950356984988411,0.5107192804209025,0.42206723077020003,0.11763405371545853,0.3336970419678101,0.1705136736877766,0.4591115271139208,0.0,0.0,0.009620462269643752,1
MAINE,1994,0.3197808881541944,0.2694076765383556,0.7809538381676605,0.5827440757998167,0.0,0.6712335997139371,0.060154014300135984,0.8628684406972461,0.4628448271205484,1.0,0.13121402491756326,1
MARYLAND,1994,0.35119553090483224,0.32318301976778696,0.3942071114307618,0.5499132847268502,0.4203630289944901,0.5160423542893426,0.23757434125732305,0.5901656636967779,0.6846007145625929,0.9191023195990596,0.2710738920052708,1
MASSACHUSETTS,1994,0.41434075851931385,0.7413704630636874,0.8231818264931123,0.6117402183269156,0.6129381798022028,0.5951549702997383,0.2641419032256218,0.6747746860971738,0.9011401896952768,0.7906576666025562,0.7441488675644402,1
MICHIGAN,1994,0.2816069059376479,0.4485633520828201,0.5815163880328047,0.39660690034973206,0.1843994453767079,0.6385527081295916,0.15326318228665414,0.6548459463176147,0.8201957043818741,0.006307860623612043,0.07129131290241084,1
MINNESOTA,1994,0.09517120753007627,0.12252466632794735,0.2769674800278024,0.6640334016390586,0.2994315076501856,0.35112560686543154,0.03719756903734037,0.4979324694650865,0.25483068881412,0.0,0.7045726478931408,1
MISSISSIPPI,1994,0.2021647744174896,0.2915988538230783,0.4549036477916289,0.6869556463724913,0.2343629116891495,0.7027462235318603,0.05071365994112738,0.6102399082496106,0.85989022914705,0.3455963693640025,1.0,1
